TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
ko04918	Thyroid hormone synthesis	0.00693949514216619	-4.97052625319511	73	8	0.0260586319218241	307	7931	114479,22027,66811,14778,11513,14782,12330,18797	Slc5a5,Hsp90b1,Duoxa2,Gpx3,Adcy7,Gsr,Canx,Plcb3
mmu04918	Thyroid hormone synthesis	0.00693949514216619	-4.97052625319511	73	8	0.0260586319218241	307	7931	114479,22027,66811,14778,11513,14782,12330,18797	Slc5a5,Hsp90b1,Duoxa2,Gpx3,Adcy7,Gsr,Canx,Plcb3
ko05204	Chemical carcinogenesis	0.00962924150572599	-4.64295081995782	93	9	0.0293159609120521	307	7931	17961,13113,19225,20887,11529,76263,14866,211666,14864	Nat2,Cyp3a13,Ptgs2,Sult1a1,Adh7,Gstk1,Gstm5,Mgst2,Gstm3
mmu05204	Chemical carcinogenesis	0.00962924150572599	-4.64295081995782	93	9	0.0293159609120521	307	7931	17961,13113,20887,11529,19225,76263,14866,14864,211666	Nat2,Cyp3a13,Sult1a1,Adh7,Ptgs2,Gstk1,Gstm5,Gstm3,Mgst2
mmu04072	Phospholipase D signaling pathway	0.0109006071622846	-4.51893678833651	146	12	0.0390879478827362	307	7931	17532,320207,72318,11513,19159,68262,18720,18797,18806,20698,381810,18709	Mras,Pik3r5,Cyth4,Adcy7,Cyth3,Agpat4,Pip5k1a,Plcb3,Pld2,Sphk1,Lpar5,Pik3r2
ko04072	Phospholipase D signaling pathway	0.0109006071622846	-4.51893678833651	146	12	0.0390879478827362	307	7931	20698,381810,18709,68262,18720,18797,18806,17532,72318,320207,11513,19159	Sphk1,Lpar5,Pik3r2,Agpat4,Pip5k1a,Plcb3,Pld2,Mras,Cyth4,Pik3r5,Adcy7,Cyth3
mmu05164	Influenza A	0.013250946976365	-4.32368625918942	168	13	0.0423452768729642	307	7931	71586,81489,193740,16175,214523,77125,16391,22333,18709,19106,15511,21926,17858	Ifih1,Dnajb1,Hspa1a,Il1a,Tmprss4,Il33,Irf9,Vdac1,Pik3r2,Eif2ak2,Hspa1b,Tnf,Mx2
ko05164	Influenza A	0.013250946976365	-4.32368625918942	168	13	0.0423452768729642	307	7931	19106,15511,21926,17858,214523,77125,71586,16175,193740,81489,18709,16391,22333	Eif2ak2,Hspa1b,Tnf,Mx2,Tmprss4,Il33,Ifih1,Il1a,Hspa1a,Dnajb1,Pik3r2,Irf9,Vdac1
mmu04392	Hippo signaling pathway -multiple species	0.016787887771332	-4.08709761858603	26	4	0.0130293159609121	307	7931	16475,64010,21678,18479	Ajuba,Sav1,Tead3,Pak1
ko00601	Glycosphingolipid biosynthesis - lacto and neolacto series	0.016787887771332	-4.08709761858603	26	4	0.0130293159609121	307	7931	14538,54613,14348,239559	Gcnt2,St3gal6,Fut9,A4galt
mmu00601	Glycosphingolipid biosynthesis - lacto and neolacto series	0.016787887771332	-4.08709761858603	26	4	0.0130293159609121	307	7931	54613,14348,14538,239559	St3gal6,Fut9,Gcnt2,A4galt
ko04392	Hippo signaling pathway -multiple species	0.016787887771332	-4.08709761858603	26	4	0.0130293159609121	307	7931	21678,18479,64010,16475	Tead3,Pak1,Sav1,Ajuba
mmu05202	Transcriptional misregulation in cancer	0.0173204469271505	-4.05586757207277	174	13	0.0423452768729642	307	7931	53618,21939,67603,14255,18647,15242,56312,104156,21417,12393,17268,11864,212980	Fut8,Cd40,Dusp6,Flt3,Cdk14,Hhex,Nupr1,Etv5,Zeb1,Runx2,Meis1,Arnt2,Slc45a3
ko05202	Transcriptional misregulation in cancer	0.0173204469271505	-4.05586757207277	174	13	0.0423452768729642	307	7931	18647,104156,56312,15242,53618,14255,21939,67603,11864,212980,12393,21417,17268	Cdk14,Etv5,Nupr1,Hhex,Fut8,Flt3,Cd40,Dusp6,Arnt2,Slc45a3,Runx2,Zeb1,Meis1
mmu00562	Inositol phosphate metabolism	0.0181024811805436	-4.01170626830722	70	7	0.0228013029315961	307	7931	75678,212111,72469,225326,18797,18720,170835	Ippk,Inpp5a,Plcd3,Pik3c3,Plcb3,Pip5k1a,Inpp5j
ko00562	Inositol phosphate metabolism	0.0181024811805436	-4.01170626830722	70	7	0.0228013029315961	307	7931	72469,212111,75678,18797,170835,18720,225326	Plcd3,Inpp5a,Ippk,Plcb3,Inpp5j,Pip5k1a,Pik3c3
ko00590	Arachidonic acid metabolism	0.0214913781217939	-3.84010344186856	89	8	0.0260586319218241	307	7931	14778,19225,19215,11684,11686,64292,96979,13850	Gpx3,Ptgs2,Ptgds,Alox12,Alox12b,Ptges,Ptges2,Ephx2
mmu00590	Arachidonic acid metabolism	0.0214913781217939	-3.84010344186856	89	8	0.0260586319218241	307	7931	13850,96979,19225,14778,19215,11684,11686,64292	Ephx2,Ptges2,Ptgs2,Gpx3,Ptgds,Alox12,Alox12b,Ptges
mmu04141	Protein processing in endoplasmic reticulum	0.0240936667726001	-3.72580626253941	163	12	0.0390879478827362	307	7931	19106,15511,13200,14827,107513,22027,230904,193740,81489,70377,12330,213539	Eif2ak2,Hspa1b,Ddost,Pdia3,Ssr1,Hsp90b1,Fbxo2,Hspa1a,Dnajb1,Derl3,Canx,Bag2
ko04141	Protein processing in endoplasmic reticulum	0.0240936667726001	-3.72580626253941	163	12	0.0390879478827362	307	7931	70377,193740,81489,230904,213539,12330,14827,15511,13200,19106,22027,107513	Derl3,Hspa1a,Dnajb1,Fbxo2,Bag2,Canx,Pdia3,Hspa1b,Ddost,Eif2ak2,Hsp90b1,Ssr1
mmu05418	Fluid shear stress and atherosclerosis	0.0247861287653551	-3.69747110626883	145	11	0.0358306188925081	307	7931	16598,16177,22027,21926,19252,211666,14864,16175,16416,14866,18709	Klf2,Il1r1,Hsp90b1,Tnf,Dusp1,Mgst2,Gstm3,Il1a,Itgb3,Gstm5,Pik3r2
ko05418	Fluid shear stress and atherosclerosis	0.0247861287653551	-3.69747110626883	145	11	0.0358306188925081	307	7931	16175,211666,14864,18709,16416,14866,16177,16598,21926,19252,22027	Il1a,Mgst2,Gstm3,Pik3r2,Itgb3,Gstm5,Il1r1,Klf2,Tnf,Dusp1,Hsp90b1
ko04380	Osteoclast differentiation	0.0276697647781388	-3.58741498619021	129	10	0.0325732899022801	307	7931	11433,16391,14200,16416,19261,18709,14131,16175,21926,16177	Acp5,Irf9,Fhl2,Itgb3,Sirpa,Pik3r2,Fcgr3,Il1a,Tnf,Il1r1
mmu04380	Osteoclast differentiation	0.0276697647781388	-3.58741498619021	129	10	0.0325732899022801	307	7931	16177,21926,16175,14131,11433,19261,16391,14200,16416,18709	Il1r1,Tnf,Il1a,Fcgr3,Acp5,Sirpa,Irf9,Fhl2,Itgb3,Pik3r2
ko04070	Phosphatidylinositol signaling system	0.0320718767078271	-3.4397757478802	96	8	0.0260586319218241	307	7931	75678,170835,18709,72469,212111,225326,18720,18797	Ippk,Inpp5j,Pik3r2,Plcd3,Inpp5a,Pik3c3,Pip5k1a,Plcb3
mmu04070	Phosphatidylinositol signaling system	0.0320718767078271	-3.4397757478802	96	8	0.0260586319218241	307	7931	72469,212111,18709,225326,18797,18720,75678,170835	Plcd3,Inpp5a,Pik3r2,Pik3c3,Plcb3,Pip5k1a,Ippk,Inpp5j
ko04810	Regulation of actin cytoskeleton	0.0367158377239329	-3.30454707139939	213	14	0.0456026058631922	307	7931	12672,22350,18720,16416,18479,18709,14183,17532,227753,226970,107589,11867,19241,16404	Chrm4,Ezr,Pip5k1a,Itgb3,Pak1,Pik3r2,Fgfr2,Mras,Gsn,Arhgef4,Mylk,Arpc1b,Tmsb4x,Itga7
mmu04810	Regulation of actin cytoskeleton	0.0367158377239329	-3.30454707139939	213	14	0.0456026058631922	307	7931	18720,22350,12672,14183,18709,18479,16416,107589,226970,11867,17532,227753,19241,16404	Pip5k1a,Ezr,Chrm4,Fgfr2,Pik3r2,Pak1,Itgb3,Mylk,Arhgef4,Arpc1b,Mras,Gsn,Tmsb4x,Itga7
ko00600	Sphingolipid metabolism	0.037006537708072	-3.29666068713385	48	5	0.0162866449511401	307	7931	67260,14420,74442,53897,20698	Cers4,Galc,Sgms2,Gal3st1,Sphk1
mmu00600	Sphingolipid metabolism	0.037006537708072	-3.29666068713385	48	5	0.0162866449511401	307	7931	53897,14420,67260,74442,20698	Gal3st1,Galc,Cers4,Sgms2,Sphk1
ko04933	AGE-RAGE signaling pathway in diabetic complications	0.0394924393821937	-3.23164603344165	100	8	0.0260586319218241	307	7931	14066,72469,18709,16175,12827,18797,94216,21926	F3,Plcd3,Pik3r2,Il1a,Col4a2,Plcb3,Col4a6,Tnf
mmu04933	AGE-RAGE signaling pathway in diabetic complications	0.0394924393821937	-3.23164603344165	100	8	0.0260586319218241	307	7931	18797,12827,16175,72469,18709,14066,94216,21926	Plcb3,Col4a2,Il1a,Plcd3,Pik3r2,F3,Col4a6,Tnf
mmu04371	Apelin signaling pathway	0.0395088708507308	-3.23123005378952	137	10	0.0325732899022801	307	7931	18131,107589,11513,16598,320207,17532,14697,20698,18797,225326	Notch3,Mylk,Adcy7,Klf2,Pik3r5,Mras,Gnb5,Sphk1,Plcb3,Pik3c3
ko00510	N-Glycan biosynthesis	0.0399583524740534	-3.21991755542978	49	5	0.0162866449511401	307	7931	56737,53618,208624,13200,17309	Alg2,Fut8,Alg3,Ddost,Mgat3
mmu00510	N-Glycan biosynthesis	0.0399583524740534	-3.21991755542978	49	5	0.0162866449511401	307	7931	17309,56737,53618,208624,13200	Mgat3,Alg2,Fut8,Alg3,Ddost
mmu_M00679	BMP signaling	0.0401978082351675	-3.21394280635676	20	3	0.00977198697068404	307	7931	12156,12162,12164	Bmp2,Bmp7,Bmp8b
M00679	BMP signaling	0.0401978082351675	-3.21394280635676	20	3	0.00977198697068404	307	7931	12164,12162,12156	Bmp8b,Bmp7,Bmp2
M00131	Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol	0.0449115835911711	-3.10305953106637	9	2	0.00651465798045603	307	7931	170835,212111	Inpp5j,Inpp5a
mmu_M00131	Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol	0.0449115835911711	-3.10305953106637	9	2	0.00651465798045603	307	7931	170835,212111	Inpp5j,Inpp5a
mmu04666	Fc gamma R-mediated phagocytosis	0.0459026315434746	-3.08123283145722	85	7	0.0228013029315961	307	7931	18709,18479,20698,11867,18806,18720,227753	Pik3r2,Pak1,Sphk1,Arpc1b,Pld2,Pip5k1a,Gsn
ko04666	Fc gamma R-mediated phagocytosis	0.0459026315434746	-3.08123283145722	85	7	0.0228013029315961	307	7931	18709,20698,18479,18720,11867,18806,227753	Pik3r2,Sphk1,Pak1,Pip5k1a,Arpc1b,Pld2,Gsn
mmu01100	Metabolic pathways	0.0504408983005489	-2.98695295875477	1290	61	0.198697068403909	307	7931	19225,78752,23959,14417,75678,229949,18563,69574,11433,11669,14538,225326,67260,14423,11686,64292,54613,211389,13200,53618,233781,218476,216395,74442,96979,239559,56737,53897,22235,232714,14420,11529,17961,13113,19215,11684,208624,76252,17309,13850,11486,18720,18972,18797,14426,68262,14120,104174,236899,67164,67092,170835,14348,212111,56357,72469,23972,26897,20698,19378,18806	Ptgs2,Csgalnact2,Nt5e,Gad2,Ippk,Ak5,Pcx,Cmbl,Acp5,Aldh2,Gcnt2,Pik3c3,Cers4,Galnt1,Alox12b,Ptges,St3gal6,Suox,Ddost,Fut8,Xylt1,Gcnt4,Tmem5,Sgms2,Ptges2,A4galt,Alg2,Gal3st1,Ugdh,Mgam,Galc,Adh7,Nat2,Cyp3a13,Ptgds,Alox12,Alg3,Atp6v0e2,Mgat3,Ephx2,Ada,Pip5k1a,Pold2,Plcb3,Galnt4,Agpat4,Fbp2,Gldc,Pcyt1b,Lipt2,Gatm,Inpp5j,Fut9,Inpp5a,Ivd,Plcd3,Papss2,Acot1,Sphk1,Aldh1a2,Pld2
mmu04610	Complement and coagulation cascades	0.0509633220335329	-2.97664908080187	87	7	0.0228013029315961	307	7931	21788,15160,14962,12269,17195,19123,14066	Tfpi,Serpind1,Cfb,C4bp,Mbl2,Proc,F3
ko04610	Complement and coagulation cascades	0.0509633220335329	-2.97664908080187	87	7	0.0228013029315961	307	7931	21788,14962,15160,14066,19123,12269,17195	Tfpi,Cfb,Serpind1,F3,Proc,C4bp,Mbl2
ko04964	Proximal tubule bicarbonate reclamation	0.0513294556589019	-2.96949050720214	22	3	0.00977198697068404	307	7931	54403,76257,11826	Slc4a4,Slc38a3,Aqp1
M00130	Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4	0.0513294556589019	-2.96949050720214	22	3	0.00977198697068404	307	7931	72469,18797,18720	Plcd3,Plcb3,Pip5k1a
mmu04964	Proximal tubule bicarbonate reclamation	0.0513294556589019	-2.96949050720214	22	3	0.00977198697068404	307	7931	76257,11826,54403	Slc38a3,Aqp1,Slc4a4
mmu_M00130	Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4	0.0513294556589019	-2.96949050720214	22	3	0.00977198697068404	307	7931	72469,18720,18797	Plcd3,Pip5k1a,Plcb3
ko04060	Cytokine-cytokine receptor interaction	0.0530247606377556	-2.93699629268103	266	16	0.0521172638436482	307	7931	16180,16175,12162,16192,16174,16177,21939,21950,326623,16847,16190,16182,12156,57349,21926,14255	Il1rap,Il1a,Bmp7,Il5ra,Il18rap,Il1r1,Cd40,Tnfsf9,Tnfsf15,Lepr,Il4ra,Il18r1,Bmp2,Ppbp,Tnf,Flt3
mmu04060	Cytokine-cytokine receptor interaction	0.0530247606377556	-2.93699629268103	266	16	0.0521172638436482	307	7931	16192,16174,16177,21939,16180,16175,12162,21926,14255,326623,21950,16847,16190,12156,16182,57349	Il5ra,Il18rap,Il1r1,Cd40,Il1rap,Il1a,Bmp7,Tnf,Flt3,Tnfsf15,Tnfsf9,Lepr,Il4ra,Bmp2,Il18r1,Ppbp
M00056	O-glycan biosynthesis, mucin type core	0.0637843129207712	-2.75224799784936	24	3	0.00977198697068404	307	7931	14423,14426,218476	Galnt1,Galnt4,Gcnt4
mmu_M00056	O-glycan biosynthesis, mucin type core	0.0637843129207712	-2.75224799784936	24	3	0.00977198697068404	307	7931	218476,14426,14423	Gcnt4,Galnt4,Galnt1
ko00920	Sulfur metabolism	0.0652246200500267	-2.72991827319629	11	2	0.00651465798045603	307	7931	23972,211389	Papss2,Suox
mmu00920	Sulfur metabolism	0.0652246200500267	-2.72991827319629	11	2	0.00651465798045603	307	7931	23972,211389	Papss2,Suox
mmu04726	Serotonergic synapse	0.0672532632517371	-2.69928973748805	131	9	0.0293159609120521	307	7931	11684,11686,19225,19252,15558,18797,15562,14697,15552	Alox12,Alox12b,Ptgs2,Dusp1,Htr2a,Plcb3,Htr4,Gnb5,Htr1d
mmu04640	Hematopoietic cell lineage	0.0681949328778567	-2.68538501487159	93	7	0.0228013029315961	307	7931	16190,16175,16177,14255,16416,21926,16192	Il4ra,Il1a,Il1r1,Flt3,Itgb3,Tnf,Il5ra
ko04640	Hematopoietic cell lineage	0.0681949328778567	-2.68538501487159	93	7	0.0228013029315961	307	7931	16175,16190,16177,14255,16416,21926,16192	Il1a,Il4ra,Il1r1,Flt3,Itgb3,Tnf,Il5ra
mmu_M00067	Sulfoglycolipids biosynthesis, ceramide/1-alkyl-2-acylglycerol => sulfatide/seminolipid	0.0759240441234358	-2.57802185787688	2	1	0.00325732899022801	307	7931	53897	Gal3st1
mmu_M00293	DNA polymerase zeta  complex	0.0759240441234358	-2.57802185787688	2	1	0.00325732899022801	307	7931	71890	Mad2l2
mmu_M00068	Glycosphingolipid biosynthesis, globo-series, LacCer => Gb4Cer	0.0759240441234358	-2.57802185787688	2	1	0.00325732899022801	307	7931	239559	A4galt
M00067	Sulfoglycolipids biosynthesis, ceramide/1-alkyl-2-acylglycerol => sulfatide/seminolipid	0.0759240441234358	-2.57802185787688	2	1	0.00325732899022801	307	7931	53897	Gal3st1
M00068	Glycosphingolipid biosynthesis, globo-series, LacCer => Gb4Cer	0.0759240441234358	-2.57802185787688	2	1	0.00325732899022801	307	7931	239559	A4galt
M00293	DNA polymerase zeta  complex	0.0759240441234358	-2.57802185787688	2	1	0.00325732899022801	307	7931	71890	Mad2l2
mmu05321	Inflammatory bowel disease (IBD)	0.0771934757835405	-2.56144033609853	59	5	0.0162866449511401	307	7931	21926,16182,16175,16174,16190	Tnf,Il18r1,Il1a,Il18rap,Il4ra
ko05321	Inflammatory bowel disease (IBD)	0.0771934757835405	-2.56144033609853	59	5	0.0162866449511401	307	7931	16182,16175,16174,16190,21926	Il18r1,Il1a,Il18rap,Il4ra,Tnf
mmu04915	Estrogen signaling pathway	0.0779768875404128	-2.55134280978654	96	7	0.0228013029315961	307	7931	18797,11513,15511,193740,18709,15200,22027	Plcb3,Adcy7,Hspa1b,Hspa1a,Pik3r2,Hbegf,Hsp90b1
ko04915	Estrogen signaling pathway	0.0779768875404128	-2.55134280978654	96	7	0.0228013029315961	307	7931	18797,11513,15511,193740,18709,15200,22027	Plcb3,Adcy7,Hspa1b,Hspa1a,Pik3r2,Hbegf,Hsp90b1
ko04510	Focal adhesion	0.0824453695940089	-2.49561939172326	198	12	0.0390879478827362	307	7931	68794,12827,19417,18709,16416,18479,107589,16775,22793,94216,16404,226519	Flnc,Col4a2,Rasgrf1,Pik3r2,Itgb3,Pak1,Mylk,Lama4,Zyx,Col4a6,Itga7,Lamc1
mmu04510	Focal adhesion	0.0824453695940089	-2.49561939172326	198	12	0.0390879478827362	307	7931	18479,16416,19417,18709,12827,68794,226519,16404,94216,16775,22793,107589	Pak1,Itgb3,Rasgrf1,Pik3r2,Col4a2,Flnc,Lamc1,Itga7,Col4a6,Lama4,Zyx,Mylk
M00353	Spliceosome, Prp19/CDC5L complex	0.087960752592669	-2.43086455725363	13	2	0.00651465798045603	307	7931	15511,193740	Hspa1b,Hspa1a
mmu_M00353	Spliceosome, Prp19/CDC5L complex	0.087960752592669	-2.43086455725363	13	2	0.00651465798045603	307	7931	15511,193740	Hspa1b,Hspa1a
mmu00512	Mucin type O-glycan biosynthesis	0.0923622975810795	-2.38203641844017	28	3	0.00977198697068404	307	7931	218476,14426,14423	Gcnt4,Galnt4,Galnt1
ko00512	Mucin type O-glycan biosynthesis	0.0923622975810795	-2.38203641844017	28	3	0.00977198697068404	307	7931	14426,218476,14423	Galnt4,Gcnt4,Galnt1
mmu04020	Calcium signaling pathway	0.0950377099444886	-2.35348151936004	182	11	0.0358306188925081	307	7931	107589,11513,72469,15562,231602,22333,20698,14829,18797,15558,11540	Mylk,Adcy7,Plcd3,Htr4,P2rx2,Vdac1,Sphk1,Grpr,Plcb3,Htr2a,Adora2a
ko04020	Calcium signaling pathway	0.0950377099444886	-2.35348151936004	182	11	0.0358306188925081	307	7931	15558,18797,11540,231602,72469,15562,14829,22333,20698,107589,11513	Htr2a,Plcb3,Adora2a,P2rx2,Plcd3,Htr4,Grpr,Vdac1,Sphk1,Mylk,Adcy7
ko05205	Proteoglycans in cancer	0.0975419128268058	-2.32747311820146	204	12	0.0390879478827362	307	7931	14734,68794,22409,22350,16416,18479,69253,18709,11733,17532,21926,15200	Gpc3,Flnc,Wnt10a,Ezr,Itgb3,Pak1,Hspb2,Pik3r2,Ank1,Mras,Tnf,Hbegf
mmu05205	Proteoglycans in cancer	0.0975419128268058	-2.32747311820146	204	12	0.0390879478827362	307	7931	22350,14734,68794,22409,18709,69253,16416,18479,11733,17532,21926,15200	Ezr,Gpc3,Flnc,Wnt10a,Pik3r2,Hspb2,Itgb3,Pak1,Ank1,Mras,Tnf,Hbegf
M00055	N-glycan precursor biosynthesis	0.100084332859655	-2.30174211979926	14	2	0.00651465798045603	307	7931	208624,56737	Alg3,Alg2
mmu_M00055	N-glycan precursor biosynthesis	0.100084332859655	-2.30174211979926	14	2	0.00651465798045603	307	7931	208624,56737	Alg3,Alg2
ko05230	Central carbon metabolism in cancer	0.100995590212587	-2.29267842435557	64	5	0.0162866449511401	307	7931	14255,80879,20526,14183,18709	Flt3,Slc16a3,Slc2a2,Fgfr2,Pik3r2
mmu05230	Central carbon metabolism in cancer	0.100995590212587	-2.29267842435557	64	5	0.0162866449511401	307	7931	20526,18709,14183,80879,14255	Slc2a2,Pik3r2,Fgfr2,Slc16a3,Flt3
mmu04512	ECM-receptor interaction	0.101705017594162	-2.28567863993559	83	6	0.0195439739413681	307	7931	16775,12827,16404,94216,16416,226519	Lama4,Col4a2,Itga7,Col4a6,Itgb3,Lamc1
mmu05222	Small cell lung cancer	0.101705017594162	-2.28567863993559	83	6	0.0195439739413681	307	7931	16775,12827,94216,19225,18709,226519	Lama4,Col4a2,Col4a6,Ptgs2,Pik3r2,Lamc1
ko04512	ECM-receptor interaction	0.101705017594162	-2.28567863993559	83	6	0.0195439739413681	307	7931	16775,12827,94216,16404,226519,16416	Lama4,Col4a2,Col4a6,Itga7,Lamc1,Itgb3
ko05222	Small cell lung cancer	0.101705017594162	-2.28567863993559	83	6	0.0195439739413681	307	7931	16775,12827,226519,94216,19225,18709	Lama4,Col4a2,Lamc1,Col4a6,Ptgs2,Pik3r2
ko00980	Metabolism of xenobiotics by cytochrome P450	0.106151227143468	-2.24289053043367	65	5	0.0162866449511401	307	7931	14866,11529,76263,211666,14864	Gstm5,Adh7,Gstk1,Mgst2,Gstm3
mmu00980	Metabolism of xenobiotics by cytochrome P450	0.106151227143468	-2.24289053043367	65	5	0.0162866449511401	307	7931	11529,14866,14864,211666,76263	Adh7,Gstm5,Gstm3,Mgst2,Gstk1
mmu01523	Antifolate resistance	0.108310269448159	-2.22275530538798	30	3	0.00977198697068404	307	7931	26357,21926,11684	Abcg2,Tnf,Alox12
ko01523	Antifolate resistance	0.108310269448159	-2.22275530538798	30	3	0.00977198697068404	307	7931	11684,26357,21926	Alox12,Abcg2,Tnf
mmu03320	PPAR signaling pathway	0.11076068459064	-2.20038339985124	85	6	0.0195439739413681	307	7931	225579,19015,11807,11770,57875,20411	Slc27a6,Ppard,Apoa2,Fabp4,Angptl4,Sorbs1
ko03320	PPAR signaling pathway	0.11076068459064	-2.20038339985124	85	6	0.0195439739413681	307	7931	57875,20411,11770,11807,19015,225579	Angptl4,Sorbs1,Fabp4,Apoa2,Ppard,Slc27a6
mmu_M00100	Sphingosine degradation	0.111702997140141	-2.19191174121556	3	1	0.00325732899022801	307	7931	20698	Sphk1
M00132	Inositol phosphate metabolism, Ins(1,3,4)P3 => phytate	0.111702997140141	-2.19191174121556	3	1	0.00325732899022801	307	7931	75678	Ippk
M00100	Sphingosine degradation	0.111702997140141	-2.19191174121556	3	1	0.00325732899022801	307	7931	20698	Sphk1
mmu_M00132	Inositol phosphate metabolism, Ins(1,3,4)P3 => phytate	0.111702997140141	-2.19191174121556	3	1	0.00325732899022801	307	7931	75678	Ippk
ko00785	Lipoic acid metabolism	0.111702997140141	-2.19191174121556	3	1	0.00325732899022801	307	7931	67164	Lipt2
mmu00785	Lipoic acid metabolism	0.111702997140141	-2.19191174121556	3	1	0.00325732899022801	307	7931	67164	Lipt2
M00683	Hippo signaling	0.112637511530339	-2.1835804790542	15	2	0.00651465798045603	307	7931	21678,64010	Tead3,Sav1
mmu_M00683	Hippo signaling	0.112637511530339	-2.1835804790542	15	2	0.00651465798045603	307	7931	64010,21678	Sav1,Tead3
ko04930	Type II diabetes mellitus	0.113802431433041	-2.17329139167421	48	4	0.0130293159609121	307	7931	18709,21926,20526,16514	Pik3r2,Tnf,Slc2a2,Kcnj11
mmu04930	Type II diabetes mellitus	0.113802431433041	-2.17329139167421	48	4	0.0130293159609121	307	7931	16514,21926,18709,20526	Kcnj11,Tnf,Pik3r2,Slc2a2
mmu00982	Drug metabolism - cytochrome P450	0.116841698857118	-2.14693526153819	67	5	0.0162866449511401	307	7931	11529,14866,211666,14864,76263	Adh7,Gstm5,Mgst2,Gstm3,Gstk1
ko00982	Drug metabolism - cytochrome P450	0.116841698857118	-2.14693526153819	67	5	0.0162866449511401	307	7931	211666,14864,76263,11529,14866	Mgst2,Gstm3,Gstk1,Adh7,Gstm5
mmu05144	Malaria	0.120366349563179	-2.11721527384957	49	4	0.0130293159609121	307	7931	16971,21939,20344,21926	Lrp1,Cd40,Selp,Tnf
ko05144	Malaria	0.120366349563179	-2.11721527384957	49	4	0.0130293159609121	307	7931	16971,20344,21939,21926	Lrp1,Selp,Cd40,Tnf
